Job Title,Company,Location,Description
Data Scientist,SAG InfoTech Pvt. Ltd.,Jaipur,"We are looking for an experienced Data Scientist / AI Developer with a strong foundation in classical machine learning, deep learning, natural language processing (NLP), and generative AI. You will be responsible for designing and implementing AI models, including fine-tuning large language models (LLMs), and developing innovative solutions to solve complex problems in a variety of domains.

Key Responsibilities:
 Develop and implement machine learning models and deep learning algorithms for various use cases.
 Work on NLP projects involving text classification, language modelling, entity recognition, and sentiment analysis.
 Leverage generative AI techniques to create innovative solutions and models for content generation, summarization, and translation tasks.
 Fine-tune large language models (LLMs) to optimize performance for specific tasks or applications.
 Collaborate with cross-functional teams to design AI-driven solutions that address business problems.
 Analyse large-scale datasets, perform data pre-processing, feature engineering, and model evaluation.
 Stay updated with the latest advancements in AI, ML, NLP, and LLMs to continuously improve models and methodologies.
 Present findings and insights to stakeholders in a clear and actionable manner.
 Build and maintain end-to-end machine learning pipelines for scalable deployment.

Required Skills:
 Strong expertise in supervised and unsupervised machine learning techniques.
 Proficiency in deep learning frameworks such as TensorFlow, PyTorch, or Keras.
 Solid experience in Natural Language Processing (NLP), including tokenization, embeddings, and sequence modelling.
 Hands-on experience with generative AI models and their practical applications.
 Proven ability to fine-tune large language models (LLMs) for specific tasks.
 Strong programming skills in Python and familiarity with libraries like Scikit-learn, NumPy, and pandas.
 Experience in handling large datasets and working with databases (SQL, NoSQL).
 Familiarity with cloud platforms (AWS, Azure, or GCP) and containerization tools (Docker, Kubernetes).
 Deep expertise in computer vision, including techniques for object detection, image segmentation, image classification, and feature extraction.
 Strong problem-solving skills, analytical thinking, and attention to detail.

Preferred Skills:
 Proven experience in fine-tuning LLMs (like llama series, mistral) for specific tasks and optimizing their performance.
 Expertise in computer vision techniques, including object detection, image segmentation, and classification.
 Proficiency with YOLO algorithms and other state-of-the-art computer vision models.
 Hands-on experience in building and deploying models in real-time applications or production environments.

Qualifications:
 5+ years of relevant experience in AI, ML, NLP, or related fields.
 Bachelors or Masters degree in Computer Science, Statistics, or a related discipline.

Location: Jaipur (WFO)

Candidate Preferably from Jaipur.

Immediate joiner / 1 month notice acceptable.

Kindly drop your cv on hidden_email,"
Azure Mlops Engineer,Durapid Technologies Private Limited,Jaipur,"Key Responsibilities
 Design, implement, and manage machine learning pipelines using Azure Machine Learning Services and other Azure cloud services.
 Develop and maintain data processing workflows using PySpark and Databricks for large-scale data analysis.
 Automate deployment and monitoring of machine learning models and workflows in a production environment.
 Collaborate with data scientists to integrate models into the deployment pipeline, optimizing for scalability and performance.
 Design and implement CI/CD pipelines for model deployment and infrastructure using Azure DevOps.
 Monitor and troubleshoot production ML workflows, ensuring high availability and reliability.
 Utilize SQL for querying and managing data in cloud-based environments.
 Maintain and improve DevOps practices, including version control, testing, monitoring, and configuration management.

Required Skills And Qualifications
 3-4 years of experience in machine learning and MLOps.
 Proficiency in Python for scripting and automation.
 Hands-on experience with PySpark and Databricks for data processing.
 Strong knowledge of SQL for data querying and manipulation.
 Experience with Azure Machine Learning Services, Azure DevOps, and other cloud services.
 Familiarity with DevOps practices: CI/CD, version control (Git), infrastructure automation.
 Understanding of model monitoring, model retraining, and drift detection.
 Ability to work collaboratively with data scientists, data engineers, and other team members.
 Excellent problem-solving skills and attention to detail.

Skills: azure,machine learning,learning,devops,python,"
Hiring For Big data engineer,Latisha Interprises,Bhubaneswar,"were looking for a big data engineer who loves solving complex problems across a full spectrum of technologies. The ideal candidate is excited by experimentation and looking for a new challenge that stretches their talents. The big data engineer will help ensure that our technological infrastructure operates seamlessly in support of business objectives.
ResponsibilitiesDevelop and maintain data pipelines using ETL processesTake responsibility for Apache Hadoop development and implementationWork closely with data science team to implement data analytics pipelinesHelp define data governance policies and support data-versioning processesMaintain security and data privacy, working closely with data protection officerAnalyze vast number of data stores to uncover insights
Other DetailsSalary-49,000/- to 65,000/-Required Experience-0 To 10Minimum Age-18
RequirementsQualification Required-Diploma,B.tech,M.tech,Degree in computer science, mathematics, or engineeringWork Department-Data Scientist,QA Tester,Machine learning,Application Analyst,Web Developer
Work Industry-IT,Skills-Understanding of data-warehousing and data-modeling techniquesfor more clarification contact to this number-hidden_mobile
Also Share Your CV hidden_email
RegardsHR Placement Team"
Junior Data Scientist,Marktine Technology Solutions,Jaipur,"Job Information

Date Opened

07/12/2024

Job Type

Full time

Industry

Technology

Work Experience

1-3 years

City

Jaipur

State/Province

Rajasthan

Country

India

Zip/Postal Code

302003

Job Description

Job description

Job Title: Data Scientist

Experience: 1+ Years

Location: Jaipur

Skills Required:
 Python Scripting
 SQL
 Machine Learning Algorithms

Preferred Skills:
 Azure Knowledge
 Azure Admin
 Azure Service Deployment

Job Description:

We are seeking a skilled Data Scientist to join our team in Jaipur. As a Data Scientist, you will be responsible for leveraging your expertise in Python scripting, SQL, and machine learning algorithms to derive actionable insights from complex data sets. Your role will involve developing, deploying, and maintaining machine learning models that drive business decisions and improve operational efficiency.

Responsibilities:
 Utilize Python scripting, SQL, and machine learning algorithms to analyze large datasets.
 Develop and implement machine learning models for predictive and prescriptive analytics.
 Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions.
 Perform data cleaning, preprocessing, and transformation tasks to ensure data quality and reliability.
 Evaluate and improve existing machine learning models and algorithms.
 Deploy machine learning models on Azure platform and manage Azure services effectively.
 Monitor model performance and make recommendations for improvements.

Requirements:
 Bachelor's or Master's degree in Computer Science, Data Science, Statistics, or related field.
 1+ years of experience in data science and machine learning roles.
 Proficiency in Python programming, SQL, and statistical analysis.
 Hands-on experience with machine learning frameworks (e.g., TensorFlow, scikit-learn) and libraries.
 Strong understanding of Azure platform, including Azure ML, Azure Data Factory, and Azure SQL Database.
 Experience with Azure administration and service deployment is highly preferred.
 Excellent problem-solving skills and ability to work independently as well as part of a team.
 Strong communication skills to effectively collaborate with stakeholders and present findings.

Edit job description,"
Azure Data Engineer,Durapid Technologies Private Limited,Jaipur,"Company Description

Durapid Technologies is a global IT solutions provider with expertise in enterprise digital transformation. We simplify business processes by leveraging technology and offer services such as custom software development, mobile application development, and cloud migration. Our team of professionals holds expertise in several domains, including healthcare, finance, edTech, eCommerce, banking, and manufacturing sectors. We maintain accountability, transparency, and timely delivery as our core values.

Role Description

This is a full-time hybrid role for an Azure Data Engineer located in Jaipur, with flexibility for remote work. The Azure Data Engineer will be responsible for data engineering, data modeling, ETL, data warehousing, and data analytics.

Qualifications
 Data Engineer with Pyspark, Data bricks skillset. Minimum 4+ years of overall IT experience with hands on experience in Data Engineering & Pyspark for data transformations
 Sound knowledge in Data. Bricks & Logic Apps
 Delta Lake, Azure SQL and Azure blob storage, Azure logic apps, Azure Functions and Azure Synapse, Azure Purview.
 Extensive knowledge of big data concepts like Hive, and Spark framework.
 Should be able to write complex SQL queries. Sound understanding of DWH concepts.
 Strong hands-on experience in Python or Scala.
 Hands-on experience in Azure Data Factory.
 Should be able to coordinate independently with business stakeholders and understand the business requirements.
 Knowledge of DevOps and Agile methodologies-based projects, implement the requirements using ADF/Data Brick
 Knowledge of version control tools such as Git/Bitbucket.
 Microsoft Certified: Azure Data Engineer Associate Certification is a plus,"
Full Stack Engineer,Humanli.Ai,Jaipur,"Full Stack Developer - Entry Level

Humanli.AI

About Humanli.AI:

Humanli.AI is a pioneering generative AI company experiencing rapid growth and pushing the boundaries of technology to solve tomorrows challenges today. Our cutting-edge solutions impact various industries, making processes smarter and more efficient. As we continue to scale, we are seeking ambitious BTech Computer Science graduates passionate about technology and eager to grow with us.

Job Description:

As a Junior Full Stack Developer at Humanli.AI, you will play a crucial role in building and maintaining our innovative AI-powered applications. This role offers a blend of front-end and back-end development opportunities, allowing you to gain comprehensive experience in full-stack technology stacks. You will collaborate closely with a team of experts to create scalable, efficient, and robust solutions.

Responsibilities:

- Participate in the entire application lifecycle, focusing on coding, debugging, and. testing.

- Collaborate with the team to ideate and develop new features for our AI products.

- Work on both client and server-side code, ensuring high performance and responsiveness.

- Contribute to the design and development of APIs.

- Stay up-to-date with emerging technological trends and apply them to operations and activities.

- Help in maintaining code quality, organization, and automatization.

Qualifications:

- Recent BTech graduate in Computer Science or related field. Final-year Students may apply.

- Strong grasp of fundamental programming languages such as JavaScript and Python.

- Familiarity with front-end technologies (e.g., HTML, CSS, JavaScript, Angular, React) and back-end frameworks (e.g., Node.js, Django, Flask).

- Understanding of database technologies (e.g., MySQL, MongoDB) and web servers (e.g., Apache, Nginx).

- Knowledge of machine learning/AI concepts is a plus.

- Excellent problem-solving skills and willingness to learn new technologies.

- Strong communication and teamwork abilities.

What We Offer:

- Competitive entry-level salary and benefits.

- The opportunity to work on groundbreaking projects in a high-growth industry.

- A dynamic, innovative work environment with a flat hierarchy.

- Comprehensive training and mentorship for professional and personal growth.

- Flexible working hours and the possibility of remote work.

How to Apply:

Ready to embark on a rewarding career journey at the cutting edge of AI technology  Submit your application, including your resume and a brief cover letter explaining why youre a great fit for the role, to hidden_email

Humanli.AI is an equal-opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. We encourage everyone meeting the job criteria to apply.

Become part of our mission to redefine the future with AI. We look forward to your application,"
Business Development Executive,Marktine Technology Solutions Pvt Ltd,Jaipur,"Job Title - Business Developer

Experience - 3+ years

Location - Jaipur, Rajasthan

Responsibilities:

1. Utilize technical background (BCA, MCA, or BTech) to understand and communicate effectively about technological aspects.

2. Demonstrate proficiency in eCommerce technologies such as Magento, Shopify, and WooCommerce, or mobile app technologies for iOS and Android.

3. Conduct data mining effectively to gather insights and support business development strategies.

4. Exhibit expertise in proposal writing, and portfolio development to effectively pitch to clients.

5. Possess excellent communication skills to interact with clients and internal teams.

6. Utilize portals like Upwork, Guru, and Freelancer.com to find and secure projects.

7. Have a basic understanding of Quality Assurance (QA) processes.

8. Be comfortable working during night hours as required.

9. Demonstrate a high IQ level to understand complex business requirements and devise innovative solutions.

10. Have. knowledge about Salesforce, data science, React, Node.js, and Python technologies.

Requirements:

- Bachelor's degree in Computer Applications, Computer Science, or a related field.

- Proven experience in business development, preferably in a technical environment.

- Strong understanding of various technologies and their applications.

- Ability to work independently and as part of a team.

- Excellent time management and organizational skills.

- Adaptability to changing priorities and environments.

- Willingness to learn and stay updated with industry trends,"
Technical Quality Check Analyst,zucol services,Jaipur,"Job Information
 Employee Type: Full Type
 Location: Jaipur
 Experience: Fresher and/ or Experience
 Skill: Proofreading, Technical Content
 Salary: Up to 2.5 LPA Benefits
 Date Posted: 2024-02-19

Roles and Responsibilities:
 Conduct comprehensive quality checks on technical content within the EdTech platform.
 Review and assess code quality, ensuring accuracy, functionality, and adherence to industry standards.
 Perform thorough code dry runs to identify errors, bugs, or inefficiencies.
 Verify content for alignment with various referencing styles (IEEE, Harvard, APA) as per requirements.
 Collaborate with content creators and developers to address and rectify identified issues.
 Maintain high-quality standards for technical accuracy, language proficiency, and adherence to guidelines.
 Prioritize and manage workload effectively to meet deadlines and maintain consistent quality.
 Provide clear and concise feedback and recommendations for improvement to relevant teams.
. Be available as needed, considering work commitments a priority, including occasional weekend availability and after working hours.

Qualifications:
 Proficiency in Python, Java, C , and other programming languages.
 Demonstrated ability to perform code dry runs and assess technical content.
 Familiarity with referencing styles like IEEE, Harvard, and APA.
 Excellent command of the English language, both written and verbal,"
Data Analytics   Ritika,CodersBrain,Jaipur,"Expertise- Data analytics (L1 & L3) required which has expertise in AI platform .

Job Description
 Access, research, Analyze Business problems and potential solutions
 Complete data validations across systems
 Develop new standards for data validations where necessary
 Collaborate with various Business, Operations and Technology stakeholders across Bank
 Results oriented willingness to commit to delivery and take charge
 Comfortable working in a large organization with broad set of stakeholders across various functions
 Curious, self-motivated and interested in an accelerated learning curve
 Preferably banking experience in Credit Risk area
 Having worked on different types of Banking Use cases.

Technical Skills
 A resource with strong Data Analytics and AI skills having strong Python programming skill
 SQL programming skills
 Well versed in onboarding different data sets (structured, unstructured data) and produce Business required outcomes
 Produced results out of. Image processing and Video Analytics
 Can help/develop dashboards out of the data outcomes.

Skills: data analysis,python,sql,"
Senior Executive - Quant & Market Structure,NCDEX,Jaipur,"Responsibilities :

a) Carbon Credit and Weather Derivatives - Product Research & Designing

b) Algorithmic Trading Understanding and Tool Development

c) Fin Seg - Designing Framework and Criteria for Product Selection

d) Fin Seg - Study of Global Financial Products

e) Fin Seg - Market Survey and Research

f) Fin Seg - Product Development

g) Fin Seg - Segment and Product Approval

h) TBT conversion, New M360 & Python tool for M360

Educational Qualification :

 A degree in Engineering, Mathematics, Statistics, or Computer Science. (Preferably from IITs)

Experience

 2-5 years experience in similar role

Skills Required

 Good in Excel/VBA.

 Basic Understanding of financial markets.

Functional Competencies required

 Comfortable working with numbers, with good attention to details.

 Well averse with the advanced IT tools and computer languages.

Behavioral Skills required

 Good oral communication skills and analytical skills.

 Ability to learn quickly & willingness. to handle multiple projects at a time.

 Flexible, hardworking, self-motivated,"
"Data Engineer in Gurgaon, Jaipur (Hybrid)",SoftSensor.ai,Jaipur,"Key Responsibilities
 Use data analysis tools and software to transform raw data into valuable business insights
 Collaborate with data engineers to develop and implement databases, data collection systems, data analytics, and other strategies that optimize statistical efficiency and quality
 Identify, analyze, and interpret trends or patterns in complex data sets
 Develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality
 Filter and clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
 Develop and present reports to various business stakeholders
 Use predictive modeling to increase and optimize customer experiences, revenue generation, and other business outcomes
 Work with management to prioritize business and information needs

Requirements
 The ideal candidate will have a strong understanding of data analysis techniques and experience in. methodologies for data management
 Bachelor's degree in statistics, computer science, information systems, or a related field
 Proven working experience as a data analyst or business data analyst
 Technical expertise in data models, database design development, data mining, and segmentation techniques
 Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL, etc), programming (XML, JavaScript, or ETL frameworks), and data visualization tools (PowerBI, Tableau, etc)
 Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS, etc)
 Experience with cloud-based platforms, specifically Azure and AWS
 Strong skills in Python and its data analytics libraries
 Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
 Excellent communication and presentation skills with a knack for reporting technical data in a simple and understandable way

Preferred Qualifications
 Only candidates with a PhD Degree can apply
 Experience in data engineering, specifically building and optimizing data pipelines, architectures, and data sets
 Experience with machine learning models is a plus
 Certification in Data Analytics or a related field is a plus

About Company: Softsensor.ai is the USA and India-based corporation focused on delivering outcomes to clients using data. Our expertise lies in a collection of people, methods, and accelerators to rapidly deploy solutions for our clients. Our principals have significant experience with global leading consulting firms & corporations and delivered large-scale solutions. We are focused on data science and analytics for improving the process and organizational performance. We are working on cutting-edge data science technologies like NLP, CNN, and RNN and applying them in the business context,"
Data Analyst Intern,B. M. Infotrade Pvt. Ltd.,Jaipur,"Company: BM Infotrade Pvt. Ltd.

Position: Data Analyst (Power-BI) Internship

About Company:

We are a specialized IT System Integrator in India, with expertise in providing value-added IT services & solutions. Our solutions include Cloud Technology, Cyber Security, Business Continuity Plans, Managed Services, Consulting, Data Analytics, and RPA. We believe in dedicated & honest commitment with transparent communication that should reflect in our Deliverables as well as transactions with our clients. Our companys USP is commitment = delivery. And we have been delivering high-quality services to our esteemed customers for more than 25 years now.

Job Brief:

A Power BI Intern takes complete responsibility of the development and administration of BI tools. Power BI Developers roles and responsibility includes transforming raw data to valuable and meaningful insights in the form of appealing dashboards and reports.

Power BI roles and responsibilities:

 Study, analyze and understand. business requirements in context to business intelligence.

 Design and map data models to shift raw data into meaningful insights.

 Utilize Power BI to build interactive and visually appealing dashboards and reports.

 Spot key performance indicators with apt objectives

 Analyze pervious and present data for better decision making

 Transform business requirements into technical publications

 Build multi-dimensional data models

 Develop strong data documentation about algorithms, parameters, models

 Perform detailed analysis on tested and deployed Power BI scripts

 Run DAX queries and functions in Power BI

 Define and design new systems

 Take care of data warehouse development

 Make essential technical and strategic changes to improvise present business intelligence systems

 Identify the requirements and develop custom charts accordingly

 SQL querying for better results.

Essential Power BI skills:

 Experience with BI tools:

Experience is something that cannot be bought it can only be gained. And no matter how much knowledge one has, nothing can replace the power of experience. Same goes with Power BI. In the list of essential skills, Power BI developer must possess experience of working with BI tools and BI systems. In addition, they must be able to build rich dashboards, write DAX expressions, and also implement security.

It will be an additional perk if a Power BI knows scripting and programming language such as Python.

 Experience in data specific roles:

For any data specific roles as Power BI one must have minimum 2-3 years of experience of working with BI tools. They are also expected to know about database management, SQL querying, data modelling, Online Analytical Processing.

 Well-informed about Microsoft BI Stack:

It will be an added advantage if the Power BI has in depth knowledge of Microsoft Business Intelligence stack like Power Pivot, SSRS, SSIS, and SSAS. A lot of organizations rely on Microsoft services and products.

Essential Requirements:

 Graduate with Bachelors in Commerce (B.COM)

 Must know how to interpret, understand and discuss the Financial Reports.

Working:

1. Office hours: 10 AM to 07 PM, Days: Monday to Saturday.

2. For serious candidature only.

3. Stipend: 5K

4. Experience: Fresher Only

5. Work From Office

6. Location: Jaipur, Rajasthan

Job Type: Full-time

Salary: 100,000.00 - 150,000.00 per year

Schedule:
 Day shift

Work Location: In person

Speak with the employer
+91 hidden_mobile,"
"Senior Data Scientist (Generative AI, LLMs)",Bilwaa Technologies Pvt Ltd,Jaipur,"Company Description

Bilwaa Technologies Pvt Ltd, based in Pune, India, has over 20 years of IT experience in various domains such as Banking, Healthcare, eCommerce, and Telecom. The company offers offshore employees for projects in a wide range of technologies including Java, Microservices, Python, and Cloud platforms like AWS, Azure, and Google Cloud.

Role Description

This is a full-time on-site role for a Senior Data Scientist (Generative AI, LLMs) at Bilwaa Technologies Pvt Ltd in Jaipur. The role involves tasks such as data analysis, statistical modeling, data visualization, and applying machine learning techniques to drive insights and decision-making.

Role: Senior Data Scientist (Recommendation Systems, Generative AI, LLMs)

Job Location: Jaipur, Rajasthan, India (Work from Office)

Experience: Minimum 5+ Years

We are looking for a highly experienced Senior Data Scientist with a deep understanding of AI/ML technologies, including Recommendation Systems, Chatbots, Generative AI, and Large Language Models (LLMs). The ideal candidate will have hands-on experience in applying these technologies to solve real-world problems, working with large datasets, and collaborating with cross-functional teams to deliver innovative data-driven solutions.

Responsibilities

- Design, develop, and optimize recommendation systems to enhance user experience and platform engagement.

- Build and deploy chatbots with advanced NLP capabilities for automating customer interactions and improving business processes.

- Lead the development of Generative AI solutions, including content generation and automation.

- Research and apply Large Language Models (LLMs) like GPT, BERT, and others to solve business-specific problems and create innovative solutions.

- Collaborate with engineering teams to integrate machine learning models into production systems, ensuring scalability and reliability.

- Perform data exploration, analysis, and feature engineering to improve model performance.

- Stay updated on the latest advancements in AI and ML technologies, proposing new techniques and tools to enhance our product capabilities.

- Mentor junior data scientists and engineers, providing guidance on best practices in AI/ML model development and deployment.

- Collaborate with product managers and business stakeholders to translate business goals into AI-driven solutions.

- Work on model interpretability, explainability, and ensure models are built in an ethical and responsible manner.

Required Skills and Qualifications

- 5+ years of experience in data science or machine learning, with a focus on building and deploying AI models.

- Strong expertise in designing and developing recommendation systems and working with collaborative filtering, matrix factorization, and content-based filtering techniques.

- Hands-on experience with chatbots using Natural Language Processing (NLP) and conversational AI frameworks.

- In-depth understanding of Generative AI, including transformer-based models and GANs (Generative Adversarial Networks).

- Experience working with Large Language Models (LLMs) such as GPT, BERT, T5, etc.

- Proficiency in machine learning frameworks such as TensorFlow, PyTorch, and Scikit-learn.

- Strong programming skills in Python and libraries such as NumPy, Pandas, Hugging Face, and NLTK.

- Experience with cloud platforms like AWS, GCP, or Azure for deploying and scaling machine learning models.

- Solid understanding of data pipelines, ETL processes, and working with large datasets using SQL or NoSQL databases.

- Knowledge of MLOps and experience deploying models in production environments.

- Strong problem-solving skills and a deep understanding of statistical methods and algorithms.

Preferred Qualifications:

- Experience with Reinforcement Learning and Recommender Systems personalization techniques.

- Familiarity with ethical AI and model bias mitigation techniques.

- Experience with A/B testing, experimentation, and performance tracking for AI models in production.

- Prior experience mentoring junior data scientists and leading AI/ML projects.

- Strong communication and collaboration skills, with the ability to convey complex technical concepts to non-technical stakeholders.
,"
Data Analyst,Rambhajo's,Jaipur,"Company Description

Rambhajo's is a renowned jewellery business established in Jaipur, Rajasthan in 1921, specializing in Jadau or Polki, Kundan, Meena, Rosecuts & Diamonds Jewels. With over 100 years of legacy and expertise, we have served more than 1.15 million customers globally. Our dedication to crafting high-quality authentic jewellery using natural diamonds and polkies has made us one of the most coveted jewellery houses in the country.

Role Description

This is a full-time on-site role for a Data Analyst at Rambhajo's in Jaipur. The Data Analyst will be responsible for tasks such as data analytics, data modeling, and utilizing statistical techniques to interpret and analyze complex data sets. Effective communication and analytical skills are essential for this role.

Key Responsibilities
 Data Analysis: Collect, clean, and analyze data from various sources to identify trends and insights that inform business strategies.
 Reporting: Develop and maintain regular reports and dashboards to track key performance indicators (KPIs) related to sales, customer behavior, and inventory.
 Market Research: Conduct analysis of market trends and competitor activities to provide actionable insights and recommendations.
 Customer Insights: Analyze customer data to identify purchasing patterns and preferences, helping to tailor marketing strategies and product offerings.
 Collaboration: Work closely with the marketing, sales, and product development teams to support data-driven decision-making.
 Data Visualization: Create clear and effective data visualizations to communicate findings to stakeholders.
 Process Improvement: Identify opportunities for improving data collection and analysis processes.

Must have qualification:
 Proven experience in data analysis, preferably in retail or the jewelry industry.
 Proficiency in data analysis tools and software (e.g., Excel, SQL, Python, R, Tableau).
 Strong analytical and problem-solving skills with attention to detail.
 Excellent communication skills, with the ability to present complex data in a clear and concise manner.
 Ability to work independently and collaboratively in a fast-paced environment.
 Experience with e-commerce analytics and tools.
 Familiarity with customer relationship management (CRM) software.
 Knowledge of jewelry trends and market dynamics.,"
Artificial Intelligence Intern,Chikitsa.io,Jaipur,"About the Company:

Chikitsa is a leading Healthtech company dedicated to reducing medical error using AI. We are committed to leveraging artificial intelligence (AI) and machine learning (ML) to drive innovation and improve EMR and Health Claim Exchange Process.

About the Role:

As an AI Intern at Chikitsa, you will play a vital role in developing and implementing AI-powered solutions to address complex challenges within our domain. You will work closely with our team of data scientists, engineers, and domain experts to create innovative solutions that enhance our products and services.

Responsibilities:
 Research and explore cutting-edge AI and ML techniques and algorithms, focusing on applications relevant to [industry or specific area of focus].
 Develop and implement AI and ML models for tasks such as [list of specific tasks, e.g., natural language processing, image recognition, predictive analytics].
 Collaborate with cross-functional teams to understand business requirements and translate them into AI solutions.
 Clean and preprocess large datasets to ensure data quality and accuracy.
 Evaluate and optimize AI models for performance, efficiency, and scalability.
 Stay updated on the latest advancements in AI and ML research.
 Contribute to the development of innovative AI-powered products or features that align with Chikitsa's goals.

Qualifications:
 Pursuing a degree in Computer Science, Artificial Intelligence, Machine Learning, or a related field.
 Strong understanding of AI and ML concepts, including supervised and unsupervised learning, deep learning, and neural networks.
 Proficiency in programming languages such as Python and R.
 Experience with popular AI and ML frameworks like TensorFlow, PyTorch, or Keras.
 Excellent problem-solving and analytical skills.
 Ability to work independently and as part of a team.
 Passion for AI and a desire to learn and grow in the field.

Preferred Qualifications:
 Experience with specific AI applications relevant to medtech, insurancetech and healthtech.
 Familiarity with cloud platforms like AWS, GCP, or Azure.
 Publication record or research experience in AI or ML.


Competitive compensation and benefits package.

Equal Opportunity Statement:

If you are a highly motivated and talented individual with a passion for AI and a desire to contribute to Chikitsa's mission, we encourage you to apply for this exciting internship opportunity.,"
BIM Trainer & Coordinator,Pinnacle Infotech,Jaipur,"Mid Level
 Jaipur
 R&D

Basic Qualifications:
 Bachelor's in Civil Engineering

Job Description:
 Bachelors or masters degree in computer science, Statistics, Mathematics, or a related field
 1-4 years of experience in data science or a related field
 Strong knowledge of statistical and machine learning techniques
 Proficiency in programming languages such as Python, R, or Java
 Experience with data visualization tools and techniques using BI dashboards
 Familiarity with SQL and relational databases
 Experience with data preprocessing, cleaning, and transformation
 Strong analytical and problem-solving skills
 Good communication and collaboration skills

Employment Type:Full-time

Workplace Type: On-site

Salary: Commensurate with experience and skills

Experience Required: Minimum 1-4 years

Job Location: Jaipur

Please share your CV at hidden_email

Experience Our Culture

Life at Pinnacle is exciting and rewarding. Our calendar is filled with events spread across the year to ensure a healthy work life balance for our employees.

Why should you join Pinnacle

Experience Our Culture

Life at Pinnacle is exciting and rewarding. Our calendar is filled with events spread across the year to ensure a healthy work life balance for our employees.

Why should you join Pinnacle

Employee Engagement

Onsite Exposure

Learning & Development

Employee Assistance

Flexible Working,"
Junior Data Scientist,Marktine Technology Solutions Pvt Ltd,Jaipur,"Job Description

Job Title: Data Scientist

Experience: 1+ Years

Location: Jaipur

Skills Required:
 Python Scripting
 SQL
 Machine Learning Algorithms

Preferred Skills:
 Azure Knowledge
 Azure Admin
 Azure Service Deployment

Job Description:

We are seeking a skilled Data Scientist to join our team in Jaipur. As a Data Scientist, you will be responsible for leveraging your expertise in Python scripting, SQL, and machine learning algorithms to derive actionable insights from complex data sets. Your role will involve developing, deploying, and maintaining machine learning models that drive business decisions and improve operational efficiency.

Responsibilities:
 Utilize Python scripting, SQL, and machine learning algorithms to analyze large datasets.
 Develop and implement machine learning models for predictive and prescriptive analytics.
 Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions.
 Perform data cleaning, preprocessing, and transformation tasks to ensure data quality and reliability.
 Evaluate and improve existing machine learning models and algorithms.
 Deploy machine learning models on Azure platform and manage Azure services effectively.
 Monitor model performance and make recommendations for improvements.

Requirements:
 Bachelor's or Master's degree in Computer Science, Data Science, Statistics, or related field.
 1+ years of experience in data science and machine learning roles.
 Proficiency in Python programming, SQL, and statistical analysis.
 Hands-on experience with machine learning frameworks (e.g., TensorFlow, scikit-learn) and libraries.
 Strong understanding of Azure platform, including Azure ML, Azure Data Factory, and Azure SQL Database.
 Experience with Azure administration and service deployment is highly preferred.
 Excellent problem-solving skills and ability to work independently as well as part of a team.
 Strong communication skills to effectively collaborate with stakeholders and present findings.,"
Senior Data Scientist,ViRa Technocrats,Jaipur,"Summary: We are seeking a highly motivated and talented Data Scientist to join our dynamic team. With a passion for data-driven solutions and a strong academic background, the successful candidate will play a key role in supporting our business decisions and driving operational efficiencies through the use of advanced analytics and predictive modelling techniques.

Key Responsibilities

Analyse large and complex datasets to uncover key insights and inform business decisions.

Design and implement predictive models to support the optimization of trading strategies and market forecasting.

Collaborate with cross-functional teams to identify business needs and develop data-driven solutions

Stay up to date with the latest advancements in data science and machine learning and apply these to the power trading domain

Communicate findings and insights to stakeholders in a clear and concise manner.

Requirements

Strong academic background in computer science, mathematics, statistics, or a related field

Excellent problem-solving and critical thinking skills

Proficiency in python programming language.

Knowledge of machine learning algorithms and data visualization tools

Excellent communication and collaboration skills, with the ability to work effectively in a fast-paced, cross-functional team environment.

This is an outstanding opportunity for a driven and talented Data Scientist to join a market-leading power trading company and make a significant impact on our business operations. If you possess a passion for data science and a proven track record of success, we encourage you to apply.,"
